pH,Turbidity_NTU,Free_Residual_Chlorine_ppm,TDS_ppm,Total_Hardness_ppm,Calcium_Hardness_ppm,Magnesium_Hardness_ppm,Chlorides_ppm,Phosphate_ppm,Total_Alkalinity_ppm,Sulphates_ppm,Silica_ppm,Source_Sheet,Date,Iron_ppm,Suspended_Solids_ppm,Conductivity_uS_cm,Cycles_of_Concentration
8.0,18.0,0.5,870.0,461.0,231.0,230.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1299.0,
7.85,16.0,0.1,884.0,441.0,229.0,212.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1319.0,
7.83,17.0,0.4,892.0,445.0,225.0,220.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1331.0,
7.81,17.0,0.2,864.0,453.0,222.0,231.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1289.0,
7.52,16.0,0.6,879.0,445.0,218.0,227.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1311.0,
7.69,19.0,,882.0,453.0,221.0,232.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1316.0,
7.83,19.0,,811.0,449.0,233.0,216.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1210.0,
7.64,12.0,0.6,834.0,453.0,229.0,224.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1244.0,
7.57,15.0,0.4,789.0,462.0,220.0,242.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1177.0,
8.07,15.0,,821.0,458.0,224.0,234.0,182.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1225.0,
7.84,20.0,0.2,878.0,441.0,216.0,225.0,175.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1310.0,
8.17,19.0,0.2,879.0,453.0,208.0,245.0,166.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1311.0,
8.52,17.0,0.1,827.0,441.0,220.0,221.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1234.0,
7.65,17.0,0.1,837.0,433.0,208.0,225.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1249.0,
7.87,18.0,0.2,852.0,437.0,216.0,221.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1271.0,
7.56,16.0,,833.0,441.0,220.0,221.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1243.0,
7.75,14.0,0.5,796.0,437.0,225.0,212.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1188.0,
7.24,16.0,,826.0,433.0,216.0,217.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1232.0,
6.92,18.0,0.6,809.0,424.0,220.0,204.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1207.0,
7.63,18.0,0.4,853.0,441.0,223.0,218.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,,
8.84,15.0,,814.0,441.0,223.0,218.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1214.0,
7.53,18.0,0.8,814.0,445.0,227.0,218.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1215.0,
7.08,16.0,0.7,821.0,454.0,235.0,219.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1225.0,
7.7,15.0,,875.0,462.0,244.0,218.0,175.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1305.0,
8.41,18.0,0.2,864.0,454.0,239.0,215.0,175.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1290.0,
7.11,15.0,,870.0,458.0,248.0,210.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1298.0,
7.79,25.0,1.0,938.0,471.0,237.0,234.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1400.0,
8.04,15.0,0.5,903.0,466.0,220.0,246.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1348.0,
7.83,26.0,,942.0,471.0,229.0,242.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1405.0,
7.8,21.0,0.4,1007.0,483.0,237.0,246.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,,
8.02,21.0,,1007.0,483.0,237.0,246.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1503.0,
8.59,5.0,,938.0,601.0,315.0,286.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1400.0,
7.99,30.0,,871.0,466.0,298.0,168.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1300.0,
7.77,32.0,0.6,893.0,454.0,294.0,160.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1333.0,
7.85,34.0,0.5,836.0,458.0,302.0,156.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1247.0,
7.74,28.0,0.7,797.0,454.0,298.0,156.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1190.0,
8.08,27.0,,846.0,462.0,356.0,106.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1262.0,
7.65,39.0,,850.0,449.0,293.0,156.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1268.0,
8.14,27.0,,782.0,424.0,288.0,136.0,156.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1167.0,
8.4,30.0,,845.0,420.0,297.0,123.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1261.0,
8.03,19.0,0.6,798.0,412.0,247.0,165.0,138.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1191.0,
8.43,23.0,,816.0,420.0,298.0,122.0,131.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1217.0,
7.96,18.0,0.2,849.0,416.0,283.0,133.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1267.0,
7.25,22.0,0.5,821.0,412.0,270.0,142.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,,
8.68,27.0,,889.0,432.0,261.0,171.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1326.0,
7.98,22.0,0.8,871.0,424.0,253.0,171.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1300.0,
7.83,24.0,0.1,911.0,428.0,265.0,163.0,160.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1359.0,
7.72,24.0,0.6,941.0,432.0,257.0,175.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1404.0,
7.31,38.0,1.0,986.0,445.0,273.0,172.0,167.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1471.0,
7.98,35.0,,869.0,416.0,253.0,163.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1297.0,
7.48,26.0,,973.0,469.0,287.0,182.0,146.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1452.0,
7.31,16.0,,958.0,445.0,278.0,167.0,153.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1429.0,
8.1,18.0,,946.0,488.0,298.0,190.0,155.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1411.0,
7.9,,,955.0,493.0,320.0,173.0,182.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1425.0,
7.9,28.0,,974.0,511.0,329.0,182.0,196.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1453.0,
8.08,42.0,0.2,944.0,502.0,302.0,200.0,187.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1408.0,
7.88,27.0,,900.0,506.0,324.0,182.0,179.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,,
7.97,29.0,,904.0,497.0,311.0,186.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1349.0,
7.96,17.0,,907.0,511.0,320.0,191.0,144.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1353.0,
7.98,23.0,,975.0,515.0,315.0,200.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1455.0,
7.87,21.0,0.8,1006.0,506.0,324.0,182.0,151.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1501.0,
8.17,29.0,,1031.0,511.0,320.0,191.0,144.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1539.0,
8.03,24.0,0.2,1002.0,502.0,315.0,187.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1495.0,
8.05,22.0,0.5,1006.0,502.0,315.0,187.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1501.0,
8.28,24.0,,965.0,534.0,325.0,209.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1440.0,
7.94,14.0,0.6,941.0,524.0,278.0,246.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1404.0,
8.35,16.0,,968.0,538.0,278.0,260.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1445.0,
8.23,20.0,1.0,1024.0,534.0,283.0,251.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1528.0,
7.85,20.0,,1027.0,538.0,302.0,236.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1532.0,
7.88,25.0,0.8,1016.0,548.0,288.0,260.0,187.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1516.0,
7.95,23.0,0.5,1025.0,552.0,278.0,274.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1529.0,
8.2,29.0,,962.0,543.0,292.0,251.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1435.0,
8.14,31.0,,983.0,571.0,298.0,273.0,187.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1467.0,
7.86,17.0,,1001.0,552.0,300.0,252.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1494.0,
7.77,21.0,,1041.0,547.0,293.0,254.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1553.0,
8.15,24.0,0.5,1090.0,571.0,302.0,269.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1626.0,
8.7,18.0,,1141.0,576.0,312.0,264.0,187.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1702.0,
8.13,16.0,,1046.0,566.0,307.0,259.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1561.0,
8.05,19.0,1.0,1068.0,534.0,304.0,230.0,194.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1594.0,
8.28,22.0,0.5,1050.0,713.0,396.0,317.0,178.0,6.7,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1567.0,
7.94,26.0,0.5,1072.0,722.0,400.0,322.0,194.0,6.7,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1600.0,
7.88,27.0,0.9,1067.0,713.0,396.0,317.0,178.0,6.2,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1593.0,
8.07,21.0,0.5,1199.0,727.0,391.0,336.0,203.0,6.0,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1790.0,
7.35,21.0,1.0,1164.0,702.0,369.0,333.0,179.0,6.2,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1737.0,
8.29,22.0,,1129.0,706.0,377.0,329.0,165.0,6.4,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1685.0,
7.77,18.0,,1086.0,733.0,383.0,350.0,172.0,6.1,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1620.0,
7.86,20.0,0.1,1147.0,857.0,377.0,480.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1711.0,
7.76,21.0,0.4,1132.0,848.0,382.0,466.0,165.0,6.4,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1690.0,
8.0,18.0,0.5,1233.0,846.0,422.0,424.0,179.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1840.0,
8.12,11.0,,1104.0,839.0,391.0,448.0,179.0,6.0,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1648.0,
7.8,12.0,,1136.0,826.0,382.0,444.0,165.0,6.2,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1695.0,
7.8,13.0,1.0,1176.0,821.0,361.0,460.0,172.0,6.2,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1755.0,
8.12,20.0,0.2,1193.0,826.0,364.0,462.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1780.0,
8.16,20.0,0.2,1091.0,809.0,438.0,371.0,143.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1628.0,
8.02,20.0,,1123.0,833.0,452.0,381.0,179.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1676.0,
8.22,25.0,,1108.0,823.0,443.0,380.0,165.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1653.0,
8.17,20.0,0.6,1043.0,833.0,442.0,391.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1556.0,
8.36,18.0,,1051.0,830.0,435.0,395.0,161.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1568.0,
8.38,20.0,0.5,1089.0,805.0,451.0,354.0,194.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1625.0,
8.46,22.0,,1068.0,804.0,454.0,350.0,151.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1594.0,
8.15,17.0,0.2,1096.0,799.0,445.0,354.0,158.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1635.0,
8.33,18.0,0.5,1082.0,795.0,449.0,346.0,172.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1614.0,
8.31,30.0,0.5,1056.0,648.0,389.0,259.0,178.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1576.0,
8.04,23.0,0.1,1015.0,702.0,402.0,300.0,187.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1514.0,
8.14,26.0,,942.0,734.0,410.0,324.0,195.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1405.0,
8.13,22.0,,949.0,756.0,428.0,328.0,178.0,,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1416.0,
7.61,26.0,0.6,956.0,729.0,399.0,330.0,195.0,3.1,,,28.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1426.0,
7.96,16.0,0.1,1015.0,739.0,418.0,321.0,178.0,3.4,,,24.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1515.0,
7.91,23.0,,968.0,748.0,422.0,326.0,204.0,3.2,,,27.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1444.0,
7.45,28.0,,1038.0,712.0,405.0,307.0,213.0,3.1,,,22.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1549.0,
8.22,20.0,,972.0,728.0,392.0,336.0,195.0,3.2,,,25.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1450.0,
8.39,23.0,,1055.0,651.0,374.0,277.0,204.0,3.0,,,27.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1574.0,
8.05,21.0,0.1,1033.0,673.0,387.0,286.0,187.0,3.3,,,29.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1541.0,
8.23,29.0,0.3,1090.0,704.0,396.0,308.0,204.0,3.6,,,32.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1626.0,
8.16,27.0,,1146.0,717.0,405.0,312.0,213.0,3.8,,,30.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1710.0,
7.88,20.0,,1179.0,708.0,392.0,316.0,195.0,3.2,,,28.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1759.0,
8.23,33.0,,1116.0,704.0,387.0,317.0,187.0,3.0,,,25.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1665.0,
7.95,22.0,,1179.0,708.0,374.0,334.0,187.0,3.1,,,26.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1759.0,
7.81,22.0,,1193.0,874.0,506.0,368.0,204.0,3.3,,,23.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1781.0,
7.79,18.0,,1258.0,897.0,515.0,382.0,192.0,3.2,,,19.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1876.0,
8.04,21.0,,1224.0,920.0,524.0,396.0,199.0,3.4,,,21.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1826.0,
8.1,19.0,,1190.0,911.0,511.0,400.0,185.0,3.2,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1776.0,
8.39,22.0,0.5,1228.0,925.0,520.0,405.0,178.0,3.4,,,20.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1832.0,
8.2,23.0,0.3,1284.0,879.0,460.0,419.0,151.0,3.1,,,21.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1916.0,
8.21,15.0,0.2,1335.0,630.0,331.0,299.0,197.0,4.2,,,,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1992.0,
8.21,19.0,0.3,1252.0,607.0,322.0,285.0,181.0,4.3,,,28.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1867.0,
7.29,16.0,,1311.0,639.0,363.0,276.0,187.0,4.1,,,24.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1956.0,
8.53,26.0,,1332.0,653.0,368.0,285.0,181.0,4.1,,,22.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1988.0,
8.38,18.0,,1358.0,644.0,377.0,267.0,197.0,4.4,,,24.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2027.0,
8.46,20.0,,1387.0,704.0,382.0,322.0,197.0,4.3,,,26.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2070.0,
8.41,25.0,0.1,1434.0,736.0,432.0,304.0,205.0,4.2,,,22.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2140.0,
8.65,21.0,0.4,1422.0,782.0,423.0,359.0,197.0,4.5,,,20.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2124.0,
8.08,21.0,,1270.0,787.0,428.0,359.0,205.0,4.3,,,21.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1896.0,
7.26,18.0,,1371.0,796.0,419.0,377.0,173.0,4.5,,,19.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2046.0,
8.12,20.0,0.2,1435.0,805.0,428.0,377.0,189.0,4.4,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2141.0,
8.15,19.0,0.1,1080.0,791.0,428.0,363.0,173.0,4.5,,,22.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1611.0,
8.56,19.0,0.1,1183.0,805.0,428.0,377.0,189.0,4.6,,,25.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1765.0,
8.1,22.0,,1274.0,800.0,414.0,386.0,205.0,4.3,,,23.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1901.0,
7.68,25.0,0.4,1230.0,819.0,428.0,391.0,205.0,4.6,,,21.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1835.0,
7.98,24.0,0.1,1253.0,810.0,432.0,378.0,197.0,4.3,,,22.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1870.0,
6.96,24.0,,1345.0,828.0,428.0,400.0,181.0,4.5,,,19.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,2007.0,
8.14,19.0,0.1,1220.0,809.0,424.0,385.0,157.0,4.7,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1820.0,
8.18,18.0,0.3,1003.0,862.0,405.0,457.0,165.0,4.5,,,20.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1497.0,
8.02,21.0,0.3,959.0,785.0,414.0,371.0,181.0,4.6,,,21.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1431.0,
7.34,21.0,0.2,932.0,800.0,409.0,391.0,197.0,4.4,,,20.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1391.0,
7.87,20.0,,1170.0,785.0,390.0,395.0,176.0,4.6,,,17.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1746.0,
8.19,18.0,,1024.0,781.0,386.0,395.0,165.0,4.4,,,19.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1528.0,
7.95,21.0,0.3,935.0,790.0,388.0,402.0,161.0,4.6,,,17.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,,
7.89,21.0,0.2,972.0,818.0,347.0,471.0,188.0,4.8,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1450.0,
7.84,22.0,0.6,935.0,734.0,360.0,374.0,157.0,4.5,,,16.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1395.0,
8.1,19.0,0.1,909.0,714.0,306.0,408.0,142.0,4.0,,,24.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1356.0,
8.06,18.0,0.1,912.0,694.0,394.0,300.0,157.0,4.2,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1361.0,
8.01,21.0,0.5,888.0,698.0,398.0,300.0,165.0,4.0,,,20.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1325.0,
7.83,20.0,0.2,919.0,694.0,388.0,306.0,165.0,4.5,,,15.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1371.0,
7.71,23.0,0.5,887.0,673.0,371.0,302.0,154.0,4.3,,,16.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1323.0,
7.7,20.0,0.4,787.0,694.0,384.0,310.0,181.0,4.6,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1174.0,
7.58,19.0,0.2,972.0,602.0,521.0,81.0,197.0,4.5,,,16.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1451.0,
7.71,18.0,0.5,839.0,595.0,317.0,278.0,181.0,4.2,,,15.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1252.0,
7.92,22.0,,877.0,598.0,321.0,277.0,189.0,4.1,,,14.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1309.0,
7.95,20.0,0.2,810.0,598.0,329.0,269.0,160.0,4.4,,,15.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1208.0,
7.8,20.0,0.2,790.0,574.0,356.0,218.0,173.0,4.0,,,17.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1179.0,
7.77,25.0,0.4,747.0,594.0,329.0,265.0,197.0,4.3,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1114.0,
8.16,18.0,0.5,734.0,586.0,325.0,261.0,181.0,4.1,,,26.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1095.0,
8.05,22.0,0.1,734.0,578.0,321.0,257.0,173.0,4.2,,,16.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1095.0,
7.73,21.0,,948.0,572.0,317.0,255.0,169.0,4.3,,,18.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1414.0,
7.66,19.0,,792.0,572.0,317.0,255.0,165.0,4.3,,,16.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1182.0,
7.93,21.0,0.4,796.0,554.0,326.0,228.0,181.0,4.1,,,15.0,DCM_850_CT_TPD_Report_-_April_2024_to_OCT_2025__chosen,,,,1188.0,
